กงต์, โอกูสต์	comte, auguste
รอม	romm
รอมนี่	romney
รอมบอยด์	rhomboid
รอมบัก	rombach
รอมเบิร์ก	romberg
รอมเมอลี	romilly
รอมเมิล	rommel
รอมเยิลเลิส	romulus
รอมโบฮีดรัล	rhombohedral
รอย	roy
รอยก์	roig
รอยซ์	royce
รอยดึส	royds
รอยด์	royde
รอยล์	royle
รอยสเตอร์	royster
รอยสเติ้น	royston
รอยส์	roys
รอยส์เดล, ยาค็อบ ฟาน	ruysdael, jacob van
รอยัลฟลัช	royal flush
รอยัลไอซิง	royal icing
รอยเตอร์	reuter
รอยเทอร์	reuther
รอยเทอลีเงอร์	reutlinger
รอยเบิล	roybal
รอยเออร์	royer
รอยเอิล	royall
รอยแยล	royale
รอริง	roaring
รอริงฟอร์ตีส์	roaring forties
รอรี	rory
รอร์ก	rourke
รอร์ตี้	rorty
รอร์บอเคอร์	rohrbacher
รอร์บัก	rohrbach
รอล	raul
รอลลิส	rollis
รอลลิ่น	rollin
รอลลิ่นส์	rollins
รอลสเติ้น	ralston
รอลส์	ralls
รอลิ่งส์	rawlings
รอลี	raleigh
รอลึส	rawls
รอลเลิน	rolland
รอลโล	rollo
รอว์	raw
รอว์ลินส์	rawlins
รอว์ลินเซิน	rawlinson
รอว์ลิ่ง	rawling
รอว์สต็อก	raw stock
รอว์เดิ้น	rawdon
รอส	ross
รอสคอมเมิน	roscommon
รอสคิล	roskill
รอสซา	rossa
รอสซิตเตอร์	rossiter
รอสซี-ฟอเรล	rossi-forel
รอสบี้	rossby
รอสมอร์	rossmore
รอสลิน	rosslyn
รอสส์	ross
รอสส์, ไดแอนา	ross, diana
รอสัน	rawson
รอสเซลีนี่	rossellini
รอสเซอร์	rosser
รอสเซอลิ่ง	rosling
รอสเซิล	rossell
รอสเซิ่น	rosson
รอสเดล	rossdale
รอสเทรเวอร์	rostrevor
รอสเนอร์	rosner
รอสเมอเลอร์	rossmiller
รอสเมิน	rosman
รอสเมิ่น	rossman
รอสเวลล์	roswell
รอสเอิ้น	rosten
รอสโซ่	rossow
รอหร์	rohr
รอเกิ่น	rugen
รอเจอร์	rogers
รอเชิก	roszak
รอเชิ่น	rochon
รอเซนเทิล	rozental
รอเซอเบิล	rosabelle
รอเดริก	roderick
รอเดิล	rodell
รอเทอรี่	rothery
รอเทอร์	rother
รอเทอร์เมิล	rothermel
รอเทอร์แอม	rotherham
รอเนย์	ronay
รอเนิลด์	ronalds
รอเบอร์ตา	roberta
รอเบอร์สัน	roberson
รอเบิตส์	roberts
รอเบิตส์, จูเลีย	roberts, julia
รอเบิร์ตชอว์	robertshaw
รอเรอร์	rohrer
รอเอิล	rawle
รัก	ruck
รักคิม	rakim
รักบี้	rugby
รักบี้ฟุตบอล	rugby football
รักเกิลส์	ruggles
รักเคอร์	rucker
รังเคิล	runkle
รัจ	rudge
รัจลิจ	rutledge
รัช	ruch
รัชชิ่ง	rushing
รัชตัทท์	rastatt
รัชบรูก	rushbrook
รัชมอร์	rushmore
รัชมานีนอฟฟ์, เซียร์เกย์	rachmaninoff, sergei
รัชเชอร์	rusher
รัชเติ้น	rushton
รัชเฟิร์ด	rushford
รัชเวิร์ท	rushworth
รัดคิน	rudkin
รัดดิก	ruddick
รัดดีเมิ่น	ruddiman
รัดดี้	ruddy
รัดด์	rudd
รัดนิก	rudnick
รัดยาร์ด	rudyard
รัดเดิล	ruddell
รัดเดิ่ก	ruddock
รัดเนอร์	rudner
รัต	rutt
รัตส์	rutz
รัตเจอส์	rutgers
รัตเตอร์	rutter
รัตเทิ่น	ruttan
รัตเมิ่น	rutman
รัตเลินด์	rutland
รัทเทอร์ฟอร์ด	rutherford
รัทเทอร์ฟอร์ด, เออร์เนสต์	rutherford, ernest
รัทเทอร์ฟอร์เดียม	rutherfordium
รัทเทอร์เฟิร์ด	rutherfurd
รัทเวิ่น	ruthven
รัน	run
รันด้า	randa
รันนิมีด	runnymede
รันนิ่ง	running
รันเซอเมิ่น	runciman
รันเดอ	rhondda
รันเดิล	rundle
รันเนอร์	runner
รันเนอร์บีน	runner bean
รันเนิ่ลส์	runnels
รันเยิ้น	runyon
รันเวย์	runway
รับบร้า	rubra
รับเบอร์	rubber
รับเบอร์ซีเมนต์	rubber cement
รัป	rupp
รัปพิ้น	ruppin
รัปเพรกต์	rupprecht
รัปเพิร์ต	ruppert
รัปเพิล	ruppel
รัฟ	rough
รัฟฟิ่น	ruffin
รัฟฟ์	ruff
รัฟเฟิร์ด	rufford
รัม	ruhm
รัมบา	rhumba
รัมป์ฟ	rumpf
รัมฟอร์ด	rumford
รัมมี่	rummy
รัมส์ฟิลด์	rumsfeld
รัมเบิร์ก	rhomberg
รัมเบิล	rumble
รัมเบิ้ลส์	rumbles
รัล	ruhl
รัลเมิน	rulman
รัสกิน	ruskin
รัสกิน, จอห์น	ruskin, john
รัสคินด์	susskind
รัสคินส์	ruskins
รัสตัด	rustad
รัสติน	rustin
รัสต์	rust
รัสบักเคอร์	rossbacher
รัสปูติตซา	rasputitsa
รัสส์	russ
รัสเชียนรูเล็ตต์	russian roulette
รัสเซล	russel
รัสเซลล์	russell
รัสเซลล์, มอร์แกน	russell, morgan
รัสเซลล์, เบอร์ทรันด์	russell, bertrand
รัสเติ่น	ruston
รัสโค่	rasco
ราชา	raja
ราซัก	rasak
ราซ่า	rasa
ราดิกัล	radical
ราดิช	radich
ราดีเกอร์	rudiger
รานิม	ranim
ราบ	raab
ราบอน	rabon
ราบัต	rabat
ราบาต	rabart
ราบิน, ยิตซัก	rabin, yitzhak
ราพิคิวิ	rapikivi
ราฟสัน	raphson
ราฟาเอล	rafael
รามีเรส	ramirez
รามี่	ramee
รายา	raya
ราลี	ralegh
ราล์ฟ	ralph
ราวต์ลีดจ์	routledge
ราวนด์	round
ราวนด์ส	rounds
ราวน์เดอร์	rounders
ราสป์เบอร์รี	raspberry
ราส์ช	raasch
ราห์มาน	rahman
ราอุม	raum
ราอุลต์	raoult
ราฮี	rahi
ราเกล	raguel
ราเทอร์	rather
ราเวลลี่	ravelli
ราโดมีโร	radomiro
ราโมน	ramon
ราโมส	ramos
ราโรตองกา	rarotonga
ริก	rieck
ริกกิ้น	riggin
ริกกิ้นส์	riggins
ริกกี	rickey
ริกกีย์, จอร์จ	rickey, george
ริกคิตส์	ricketts
ริกซ์	rix
ริกนีย์	rigney
ริกลีย์ จูเนียร์, วิลเลียม	wrigley jr.,william
ริกส์	ricks
ริกฮาร์ต	richart
ริกา	riga
ริกเกอล่า	regala
ริกเกิร์ส	riggers
ริกเกิล	riegel
ริกเคอร์	ricker
ริกเมิ่น	rickman
ริกโค	reco
ริคาร์ด	ricard
ริคินแบเคอร์	rickenbacker
ริคเตอร์	richter
ริง	ring
ริงกิต	ringgit
ริงก์	rinck
ริงก์เลิ่นด์	ringland
ริงลิง	ringling
ริงเกอเลอร์	ringler
ริงเกิล	ringle
ริงเกิลมานน์	ringlemann
ริงเคอร์	rinker
ริงเงอร์	ringer
ริงแฮม	ringham
ริงโกลด์	ringold
ริจ	ridge
ริจลี่	ridgely
ริจิด	rigid
ริจเวย์	ridgeway
ริช	rish
ริช, ชาร์ลี	rich, charlie
ริชชีย์	ritchey
ริชชีโอ้	riccio
ริชชี่	richie
ริชมอนด์	richmond
ริชลิ้ง	richling
ริชาร์ด	richard
ริชาร์ดสัน	richardson
ริชาร์ดสัน, บิลล์	richardson, bill
ริชเติน	richton
ริชเฟิร์ด	richford
ริซ่า	resa
ริด	ried
ริดดิก	riddick
ริดลีย์	ridley
ริดเดอร์	ridder
ริดเดิร์ก	rhydderch
ริดเดิล	riddle
ริดเฮด	readhead
ริดแพ็ท	ridpath
ริต	ritt
ริตชี	ritchie
ริตช์	ritch
ริตต์เมิน	rittman
ริตสัน	ritson
ริตส์	ritz
ริตา	rita
รินจ์	rindge
รินซเลอร์	rinzler
รินส์	rinse
รินเดิ้น	rinden
ริบบิ้น	ribbon
ริบเบิ้ล	ribble
ริปปี้	rippy
ริปลีย์	ripley
ริพับลิกัน	republican
ริฟ	reiff
ริฟคินด์	rifkind
ริฟคิ้น	rifkin
ริฟส์	reves
ริมสกี-คอร์ซาคอฟ, นีโคไล	rimsky-korsakov, nikolai
ริมส์	reams
ริมเมอร์	rimmer
ริยัล	riyal
ริยาด	riyadh
ริล	rill
ริลเลิ่น	ryland
ริวกิว	ryukyu
ริส	riss
ริสก์	risk
ริสคิน	riskin
ริสค์	risque
ริสช์	risch
ริสต์แบนด์	wristband
ริสลีย์	risley
ริสส์	riss
ริสเดิ้น	risdon
ริสเตอร์	rister
ริสโก	riesgo
ริสโซ่	rizzo
ริสโต้	ristow
ริเกอร์	reger
ริเคิร์ด	rickard
ริเคิร์ต	richert
ริเชิร์ดส	richards
ริเชิส	riches
ริเดอร์	rieder
ริเดิล	riddell
ริเบกกา	rebecca
ริเบอรา	ribera
ริเฟิล	riffle
ริเมอสกี้	rimouski
ริเวอรส์, จอห์นนี	rivers, johnny
ริเวอร์	river
ริเวอร์เติ้น	riverton
