a bomb	เอบอมบ์
frisbie	ฟรีสบี้
frisby	ฟรีสบี้
frisch	ฟริสช์
frisian	ฟริเซียน
fritch	ฟรีช
frith	ฟริท
frith, william powell	ฟริท, วิลเลียม เพาเอลล์
frito	ฟรีโท
fritsch	ฟริช
fritts	ฟริตส์
fritz	ฟริตส์
fritz heider	ฟริตส์ ไฮเดอร์
fritzi	ฟริตซี่
fritzsche	ฟริตเซช
frizzell, lefty	ฟริซเซลล์, เลฟตี
frizzle	ฟริซเซิล
frobisher	ฟรอบีเชอร์
froelich	โฟรลิก
frog	ฟร็อก
frohlich	โฟรลิก
frohman	โฟรเมิ่น
froman	โฟรเมิน
frome	โฟรม
fromer	โฟรเมอร์
fromm	ฟรอม
fromme	ฟรอมม์
froomkin	ฟรูมกิ้น
frosch	ฟรอช
frossard	ฟรอสเซิร์ด
frost	ฟรอสต์
frost, robert	ฟรอสต์, รอเบิร์ต
frothingham	ฟรอทิงแฮม
froude	ฟรูด
fructose	ฟรักโทส
fruin	ฟรูอิน
fruit	ฟรุต
fruit cake	ฟรุตเค้ก
fruit salad	ฟรุตสลัด
fry	ฟราย
frye	ไฟรย์
fryer	ไฟรเออร์
fryxell	ไฟรก์เซิล
fsi	เอฟเอสไอ
fta	เอฟทีเอ
ftu	เอฟทียู
fubini	ฟิวบีนี่
fuchs	ฟุกส์
fuchsia	ฟุ้คเซีย
fucoid	ฟิวคอยด์
fudge	ฟัดจ์
fuehrer	ฟือเรอร์
fuertes	ฟุเอิตส์
fugard	ฟิวการ์ด
fugate	ฟักเกต
fugitive	ฟูจีทีฟ
fugler	ฟักเกลอร์
fuhr	ฟุร์
fuhrman	ฟุร์เมิน
fuji	ฟูจิ
fula	ฟูลา
fulbright	ฟุลไบรต์
fulcher	ฟุลเชอร์
fulco	ฟูลโค้
fuld	ฟุลด์
fulford	ฟุลเฟิร์ด
fulham	ฟุลแลม
fulke	ฟุลก์
full time	ฟูลไทม์
fullam	ฟุลเลิ่ม
fuller	ฟุลเลอร์
fuller, buckminster	ฟูลเลอร์, บักมินสเตอร์
fullerton	ฟุลเลอร์เติ้น
fullilove	ฟูลลิลลัฟ
fullmoon party	ฟูลมูนปาร์ตี้
fulmer	ฟอลเมอร์
fulson	ฟุลสัน
fulton	ฟุลเติ้น
fultz	ฟุลต์ส
fume	ฟูม
fumigation	ฟูมิเกชัน
fumigation plume	ฟูมิเกชันพลูม
funafuti	ฟูนะฟูตี
funch	ฟันช์
function	ฟังก์ชัน
function key	ฟังก์ชันคีย์
functional	ฟังก์ชันนัล
functor	ฟังก์เตอร์
fund	ฟันด์
funderburk	ฟันเดอร์เบิร์ก
fung	ฟั๊ง
fungus	ฟังกัส
funk	ฟังก์
funke	ฟังก์
funker	ฟังเคอร์
funkhouser	ฟังก์เฮาเซอร์
funnell	ฟันเนิล
fuqua	ฟูควา
fur	เฟอร์
furan	ฟูแรน
furans	ฟูแรนส์
furber	เฟอร์เบอร์
furer	ฟิวเรอร์
furey	ฟิวรีย์
furk	เฟิร์ก
furka	เฟอร์ค่า
furman	เฟอร์แมน
furnas	เฟอร์เนิส
furneaux	เฟอร์โน
furness	เฟอร์นิส
furniss	เฟอร์นิส
furniture	เฟอร์นิเจอร์
furrer	เฟอเรอร์
furrow	เฟอโร
furry	เฟอรี่
furse	เฟิร์ส
furst	เฟิร์สต
furstenberg	เฟอร์เซินเบิร์ก
furtado	ฟูร์ทาโด
furth	เฟิร์ท
fusain	ฟิวเซน
fusama-e	ฟุซุมะเอะ
fusaro	ฟูซาโร
fusco	ฟูสโค่
fuse	ฟิวส์
fusion	ฟิวชัน
fusion jazz	ฟิวชั่นแจซ
fusite	ฟิวไซต์
fuson	ฟูสัน
fuster	ฟัสเตอร์
fusuline	ฟิวซูไลน์
fusulinid	ฟิวซูลินิด
futrell	ฟิวเทรล
futsal	ฟุตซอล
futterman	ฟัตเตอร์เมิ่น
future	ฟิวเจอร์
fyfe	ไฟฟ์
fyffe	ไฟฟ์
fygi	ไฟจี่
fyodorovich	ฟีโอโดโรวิช
fyre	ไฟเรอ
fysh	ไฟช์
fyt	ฟิต
g to g	จีทูจี
g-string	จีสตริง
g., kenny	จี., เคนนี
g.h.d.cold	จี.เอช.ดี.โคลด์
g.m.	จีเอ็ม
gab	จีเอบี
gaban	กาบัน
gabardine	แกบาร์ดีน
gabbay	เกิบเบย์
gabbert	แก็บเบิร์ต
gabbro	แกบโบร
gabel	กาเบิล
gaberdine	แกเบอร์ดีน
gable	เกเบิล
gabler	เกเบลอร์
gabo, naum	กาโบ, นาอุม
gabon	กาบอง
gaborone	กาโบโรน
gabriel	กาบรีเอล
gabriel, peter	เกเบรียล, ปีเตอร์
gabrielson	แกบริลสัน
gac	จีเอซี
gada	กาดา
gadd	แกด
gaddis	แกดดิส
gaddy	แกดดี้
gade	เกด
gaden	เกเดิ้น
gadolinium	แกโดลิเนียม
gadsby	แกดส์บี้
gadsden	แก็ดส์เดิ้น
gaebelein	เกเบิลไลน์
gaede	กิด
gael	เกล
gaer	แกร์
gaertner	แกร์ตเนอร์
gaffey	แกฟฟี่
gaft	ก๊าฟต์
gag	แก๊ก
gage	เกจ
gager	เกเกอร์
gagnier	แก็กนีเออร์
gahan	แกเฮิน
gahn	แกน
gahnite	กาห์ไนต์
gaies	เกไอส์
gail	เกล
gailey	เกลีย์
gaillardia	เกลลาเดีย
gain	เกน
gainer	เกอร์เนอร์
gaines	เกนส์
gainey	เกนี่
gainor	เกเนอร์
gainsborough	เกนส์เบอโร
gair	แกร์
gaiser	เกเซอร์
gaither	เกอร์เทอร์
gajan	กอจอน
gajdusek	กาดูเซ็ก
gaje	เกย
gal	แกล
gala	กาลา
gala dinner	กาลาดินเนอร์
gala premiere	กาลาพรีเมียร์
galactose	กาแล็กโทส
galahad	แกเลอแฮด
galante	กอลันตี้
galapan	กาลาปัน
galaty	กัลเลอตี้
galaxite	กาแลกไซต์
galaxy	กาแล็กซี
galbraith	แกลเบรท
galbreath	แกลเบรท
galdi	กัลดี้
gale	เกล
galea	เกเลีย
galen	เกเลิ่น
galena	กาลีนา
galer	เกเลอร์
gales	เกลส์
galilee	แกลิลี
galilei	กาลิเลอี
galilei, galileo	กาลิเลอี, กาลิเลโอ
galileo	กาลิเลโอ
galin	แกลิ่น
galing	กัลลิ่ง
galis	แกลิส
gall	กอลล์
gallagher	แกลเลอเกอร์
gallaghers	แกลลาเกิร์ส
gallant soldier	กอลแลนต์โซลด์เยอร์
gallard	เกอลาร์ด
gallas	แกลเลิส
gallatin	แกลเลอติ้น
gallen	กอลเลิน
galler	กอลเลอร์
gallery	แกลเลอรี
gallery lafayette	แกลเลอรีลาฟาแยต
galley	แกลลี่
galli	แกลลี
gallico	แกลีโค
gallie	แกลลี่
gallienne	แกลลีเอน
galligan	แกลลิงเกิ่น
gallium	แกลเลียม
gallivan	แกลลีเวิน
gallon	แกลลอน
gallons	แกลลอน
gallop	แกลล็อป
galloway	แกลโลเวย์
gallucci	กัลลูชี่
gallup	แกลเลิป
galo	กัลโล่
galpin	แกลพิ่น
galston	แกลสเติ้น
galsworthy	กอลส์เวอร์ที
galt	กอล์ต
galton	แกลเติ้น
galvani, luigi	กัลวานี, ลุยจี
galvanic	แกลแวนิก
galvanometer	กัลวานอมิเตอร์
galveston	แกลเวสตัน
galvin	แกลวิ่น
galway	กัลเวย์
gama	กามา
gamage	แกมิจ
gamber	แกมเบอร์
gambia	แกมเบีย
gambier	แกมบีเออร์
gamble	แกมเบิ้ล
game	เกม
gamelin	แกมีลิน
gamer	เกมเมอร์
games	เกมส์
gametophyte	แกมีโทไฟต์
gammage	แกมมิจ
gammal	แกมมัล
gammel	แกมเมิล
gammon	แกมเมิ่น
gammons	แกมเมิ่นส์
gamow	กาโม่
gamser	แกมเซอร์
gander	แกนเดอร์
gandhi, indira	คานธี, อินทิรา
gandhi, mahatma	คานธี, มหาตมา
gandy	แกนดี้
gane	เกน
gang	แก๊ง
ganga	แกงก้า
gange	แกงจ์
ganger	แกงเงอร์
gangtok	กังต็อก
ganister	กานอิสเตอร์
ganley	แกนลีย์
gann	แกน
gannett	แกนนิตต์
gannon	แกนเนิ่น
gano	กาโน
gans	แกนส์
gant	แก็นต์
gantenbein	แกนตินไบน์
gantt	แกนต์
gantz	แกนต์ส
ganz	แกนส์
gao	จีเอโอ
gap	แก๊ป
gapp	แก็ป
gara	แกร่า
garabedian	แกเรอบิเดียน
garand	แกเริ่นด์
garbe	การ์บ
garber	การ์เบอร์
garbus	การ์เบิส
garchik	การ์คิก
garcia	การ์เซีย
garcon	การ์เคิ่น
gard	การ์ด
gardella	การ์เดลล่า
garden	การ์เดิน
gardener	การ์เดินเนอร์
gardin	การ์ดิ้น
gardiner	การ์ดิเนอร์
gardner	การ์ดเนอร์
garel	แกเริล
garen	แกเริ่น
garet	แกเริต
gareth	แกเรท
garett	แกริตต์
garey	แกรีย์
garfield, james abram	การ์ฟีลด์, เจมส์ เอบราม
garfinkel	การ์ฟิงเคิล
gargan	การ์เกิ่น
gargano	การ์กาโน้
gari	การี่
garibaldi	แกริบอลดี้
gariepy	เกอรีปี้
garigue	การีก
garin	เกริ่น
garis	แกริส
garland, judy	การ์แลนด์, จูดี
garlic	การ์ลิก
garlock	การ์เลิ่ก
garman	การ์เมิน
garment	การ์เมนต์
garn	การ์น
garner	การ์เนอร์
garnet	การ์เนต
garnett	การ์เนตต์
garney	การ์นีย์
garnham	การ์เนิ่ม
garnier	การ์เนียร์
garnierite	การ์เนียไรต์
garnish	การ์นิช
garr	แกร์
garran	แกร์เริ่น
garrard	แกร์เริร์ด
garratt	เกเริต
garret	แกร์ริต
garretson	แกริตสัน
garrett	เกร์ริต
garrick	แกร์ริก
garrigue	การีก
garrigues	การ์ริเกส
garris	แกร์ริส
garrison	แกร์ริสัน
garrity	แกร์รีตี้
garro	การ์โร
garrod	แกร์เริด
garrow	เกโร
garry	แกร์รี่
garsia	การ์ซ่า
garside	การ์ไซด์
garson	การ์สัน
garst	การ์สต
gart	การ์ต
garten	การ์เทิ่น
garter	การ์เตอร์
garth	การ์ท
gartland	การ์ตเลิ่นด์
gartner	การ์ตเนอร์
garton	การ์เติ้น
garua	การัว
garv	การ์ฟ
garvagh	การ์เวิก
garvan	การ์เวิ่น
garver	การ์เวอร์
garvey	การ์วี่
garvin	การ์วิน
garwood	การ์วู๊ด
gary	แกรี
gary, player	แกรี, เพลย์ออร์
gas	ก๊าซ
gas chromatograph	แก๊สโครมาโตกราฟ
gas chromatography	แก๊สโครโมโตกราฟฟี
gas thermometer	ก๊าซเทอร์โมมิเตอร์
gasahol	แกซาฮอล
gasch	แกช
gasciogne	แกสคอยน์
gascoigne	แกสคอยน์
gascoyne	แกสคอยน์
gash	แกช
gask	แกสก์
gaskell	แกสเกลล์
gaskill	แกสกิล
gaskin	แก็สกิ้น
gaskins	แก็สกิ้นส์
gasohol	แกโซฮอล
gasolene	แกโซลีน
gasoline	แก๊สโซลีน
gaspar	แกสเปอร์
gaspard	เกิสพาร์ด
gasper	แกสเปอร์
gass	แกส
gassaway	แก็สเซอเวย์
gasser	แกสเซอร์
gassett	แกสซิต
gassman	แกสเมิน
gassmann	แกสเมิ่น
gassner	แกสเนอร์
gasson	แกสสัน
gast	แกสต์
gaston	แกสเติ้น
gastor	แกสเตอร์
gat	แกต
gate	เกต
gateau	กาโต
gatenby	แกทินบี้
gates	เกตส์
gates, bill	เกตส์, บิลล์
gateson	เกตสัน
gateway	เกตเวย์
gatewood	เกตวู๊ด
gathings	แกททิ่งส์
gatland	แก็ตเลิ่นด์
gatling	แก็ตลิ่ง
gatt	แกตต์
gatton	แก็ตเติน
gaud	ก๊อก
gaudet	โกเด็ต
gauer	เกาเออร์
gauge	เกจ
gaughan	กอเอิน
gauguin, paul	โกแกง, ปอล
gaul	กอล
gauld	กอลด์
gaulle, charles de	โกล, ชาร์ล เดอ
gault	ก็อลต์
gaunt	กอนต์
gauntlett	กอนเทอลิต
gaus	กอส
gause	กอส
gauss	เกาส์
gauss, carl friedrich	เกาส์, คาร์ล ฟรีดริช
