A BOMB	เอบอมบ์
DEOXYRIBONUCLEIC ACID	ดีออกซีไรโบนิวคลิอิกแอซิด
DEPALMA	ดิปพอลม่า
DEPARTMENT	ดีพาร์ตเมนต์
DEPARTMENT STORE	ดีพาร์ตเมนต์สโตร์
DEPAULO	ดิพอโล้
DEPINET	ดีพีเนต
DEPOLARISE	ดีโพลาไรส์
DEPORTE	ดีพอร์ต
DEPOSIT	ดิพอซิต
DEPREE	ดีพรี
DEPRESSION	ดีเปรสชัน
DEPREZ	เดเพรส
DEPTH OF FIELD	เดพท์ออฟฟีลด์
DEPURY	เดพรี่
DEQUE	เดก
DERATO	ดีราโต้
DERBY	ดาร์บี
DERBYSHIRE	ดาร์บีเชียร์
DEREK, BO	ดีเรก, โบ
DERHAM	เดอร์เฮิ้ม
DERIAN	เดเรี่ยน
DERICK	เดริก
DERING	เดียริ่ง
DERIVATIVE	ดีริเวติฟว์
DERK	เดิร์ก
DERLANGER	เดอร์แลงเงอร์
DERMOT	เดอร์มอต
DERMOTT	เดอร์มอตต์
DERN	เดิร์น
DEROCCO	ดีโรโค่
DEROCHE	เดเริก
DERONDE	เดรอนด์
DERR	แดร์
DERRICK	แดร์ริก
DERRY	แดร์รี่
DERSHOWITZ	เดอร์ชัววิตซ์
DERTIEN	เดอร์ติน
DERV	ดีอีอาร์วี
DERVILLE	เดอร์วิล
DERVISH	เดอร์วิช
DERWENT	เดอร์เวนต์
DES	ดีอีเอส
DESBOROUGH	เดสเบอโร
DESCARTES, RENE	เดการ์ต, เรอเน
DESCH	เดช
DESCHAMPS, DIDIER	เดชอง, ดีดีเยร์
DESHA	เดชา
DESICCATOR	เดซิกเคเตอร์
DESIGN	ดีไซน์
DESIGNER BUGS	ดีไซเนอร์บัก
DESILVA	ดีซิลว่า
DESKTOP	เดสก์ทอป
DESMARAIS	เดสเมอเร่
DESMOND	เดสมอนด์
DESOLA	เดสโซล่า
DESONIA	เดโซเนีย
DESORIA	ดิซอเรีย
DESPRES	เดสเพิร์ส
DESROSIERS	เดโรชีเอิร์ส
DESSEL	ดิสเซิล
DESSERT	เดสเซิร์ต
DESULFOVIBRIO	ดีซัลโฟวิบริโอ
DETERMINANT	ดีเทอร์มิแนนต์
DETERMINISM	ดีเทอร์มินิซึม
DETERS	ดีเทิร์ส
DETMER	เดตเมอร์
DETMOLD	เด็ตโมลด์
DETOX	ดีทอกซ์
DETRICK	เดทริก
DETT	เดต
DETTMAR	เดตมาร์
DEUEL	ดูเอล
DEUTERIUM	ดิวทีเรียม
DEUTERON	ดิวเทอรอน
DEUTON	ดิวตอน
DEUTSCH	ดอยช์
DEVALL	เดวอลล์
DEVANE	ดีเวน
DEVANEY	เดเวอนีย์
DEVANS	เดเวิ่นส์
DEVAS	เดเวิส
DEVAUGHN	เดวอน
DEVCON	เดฟเคิน
DEVENISH	เดเวอนิช
DEVENS	ดีเวินส์
DEVERELL	เดเวเรล
DEVEREUX	เดเวอเรอ
DEVID	เดวิด
DEVILBISS	เดวิลบิส
DEVILFISH	เดวิลฟิช
DEVILLIERS	เดวิลลีเอิร์ส
DEVIN	เดวิน
DEVITA	ดีวีต้า
DEVITT	ดีวิต
DEVLIN	เดฟลิน
DEVOE	ดีโว
DEVON	เดว่อน
DEVONIAN	ดีโวเนียน
DEVONS	เดวอนส์
DEVONSHIRE	เดวอนเชียร์
DEVOS	ดีโวส
DEVOTO	ดิโวโต้
DEVOY	เดวอย
DEVREE	เดฟรี่
DEVRIES	ดีวรีส
DEW	ดิว
DEWAR	ดูเออร์
DEWAS	ดูเอิส
DEWATER	ดูวอเตอร์
DEWBERRY	ดิวเบอร์รี
DEWE	ดู
DEWEESE	ดูอีส
DEWEY, JOHN	ดิวอีย์, จอห์น
DEWEY, MELVIL	ดิวอีย์, เมลวิล
DEWIT	ดูอิต
DEWITT	เดวิตต์
DEWOLF	ดูวุล์ฟ
DEWS	ดิวส์
DEWSBURY	ดูสแบรี่
DEXTRIN	เดกซ์ทริน
DEXTROSE	เดกซ์โทรส
DEYOUNG	เดเยิ่ง
DEZOETE	เดโซอิต
DHA	ดีเอชเอ
DHAKA	ดากา
DI	ได
DIABASE	ไดอะเบส
DIABATIC	ไดอะแบติก
DIAGRAM	ไดอะแกรม
DIAL	ไดเอิล
DIALLAGE	ไดแอลเลจ
DIALOGUE	ไดอะล็อก
DIAMAGNETIC	ไดอะแมกเนติก
DIAMOND	ไดมอนด์
DIAMOND, NEIL	ไดมอนด์, นีล
DIAN	ไดอัน
DIANA	ไดแอนา
DIANE	ไดแอน
DIAPHRAGM	ไดอะแฟรม
DIAPHRAM	ไดอะแฟรม
DIARY	ไดอะรี
DIAS	ดีอัส
DIASPORE	ไดแอสพอร์
DIASTEREOISOMER	ไดอะสเตอริโอไอโซเมอร์
DIATOM	ไดอะตอม
DIBBLE	ดิ๊บเบิล
DIBLASI	ดีบลาซี่
DIBLEY	ดีบลีย์
DIBONA	ดีโบน่า
DICE	ไดซ์
DICHOTIC	ไดโคติก
DICHTER	ดิกเตอร์
DICK	ดิก
DICKE	ดิก
DICKEN	ดีเคิ้น
DICKENS	ดิกเกนส์
DICKENS, CHARLES	ดิกเกนส์, ชาลส์
DICKERMAN	ดิเคอร์เมิ่น
DICKERSON	ดิเคอร์สัน
DICKEY	ดีคี่
DICKIE	ดิกกี
DICKINS	ดิคินส์
DICKITE	ดิกไคต์
DICKMANN	ดิกเมิ่น
DICKS	ดิกส์
DICKSON	ดิกสัน
DICKSTEIN	ดิ๊กสไตน์
DICKSTRA	ดิกสตรา
DICTATORSHIP	ดิกเทเทอร์ชิป
DICTIONARY	ดิกชันนารี
DIE	ดาย
DIEBOLD	ไดโบลด์
DIECKMANN	ดิ๊กเมิน
DIEFENBACH	ดีฟินบัก
DIEFENBAKER	ดีฟินเบเกอร์
DIEFFENBACH	ดีฟินบัก
DIEHL	ดิล
DIEL	ดิล
DIELECTRIC	ไดอิเล็กตริก
DIEM, NGO DINH	เดียม, โง ดินห์
DIEMER	ดีเมอร์
DIESEL	ดีเซล
DIESEL, RUDOLF	ดีเซล, รูดอล์ฟ
DIESEN	ดีเซิ่น
DIET	ไดเอต
DIETER	ดีเตอร์
DIETRICH	ดิทริก
DIETSCH	ดิช
DIETZ	ดิตส์
DIFFERENTIAL	ดิฟเฟอเรนเชียล
DIFFRACTION	ดิฟแฟรกชัน
DIFFRACTOMETER	ดิฟแฟรกโทมิเตอร์
DIFFUSE	ดิฟฟิวส์
DIFFUSER	ดิฟฟิวเซอร์
DIFRANCO	ดีฟรังโค่
DIGBY	ดิกบี้
DIGEST	ไดเจสต์
DIGESTIVE BISCUIT	ไดเจสทิฟบิสกิต
DIGGES	ดิกส์
DIGGINS	ดิกกินส์
DIGGLE	ดิกเกิล
DIGHTON	ดิเติ้น
DIGIT	ดิจิต
DIGITAL	ดิจิทัล
DIGITAL COMPUTER	ดิจิทัลคอมพิวเตอร์
DIGNAN	ดิ๊กเนิ่น
DIGRAPH	ไดกราฟ
DIKE	ไดก์
DILDA	ดิลด้า
DILGER	ดิลเกอร์
DILKE	ดิล์ก
DILLE	ดิล
DILLER	ดิลเลอร์
DILLING	ดีลลิ่ง
DILLINGER	ดีลลิเงอร์
DILLINGHAM	ดิลลิงแฮม
DILLMAN	ดิลเมิน
DILLON	ดิลเลิน
DILLOW	ดีโลว์
DILTS	ดิลต์ส
DILWORTH	ดิลเวิร์ด
DIM	ดิม
DIMARIO	ดิมารีโอ้
DIMATTEO	ดีมัตตีโอ
DIMER	ไดเมอร์
DIMMER	ดิมเมอร์
DIMMICK	ดีมิก
DIMMIT	ดีมิต
DIMOCK	ดีเมิ่ก
DIMON	ดีเมิ่น
DIMOND	ไดเมิ่นด์
DIMOS	ไดโมส
DINAH	ไดน่า
DINAN	ดิเนิ่น
DINAR	ดีนาร์
DINE, JIM	ไดน์, จิม
DINEEN	ดินีน
DINES	ไดนส์
DINESEN	ไดนิเซิ่น
DING	ดิง
DINGELL	ดิงเกิล
DINGER	ดิงเงอร์
DINGHY	ดีงี่
DINGLE	ดิงเกิล
DINGLEY	ดิงก์ลีย์
DINGMAN	ดิ่งเมิ่น
DINGWALL	ดิงเวิลล์
DINKEL	ดิงเคิล
DINKINS	ดิงคินส์
DINNEEN	ดินนิ่น
DINNING	กินนิ่ง
DINOFLAGELLATE	ไดโนแฟลเจลเลต
DINOSAUR	ไดโนเสาร์
DINSDALE	ดินส์เดล
DINSMORE	ดินสมอร์
DIO	ไดโอ้
DIODE	ไดโอด
DION, CELINE	ดิออน, เซลีน
DIONYSIUS	ไดเออนิเซียส
DIOPHANTINE	ไดโอแฟนไทน์
DIOPHANTUS	ไดโอแฟนทัส
DIOPSIDE	ไดออปไซด์
DIOPTASE	ไดออปเทส
DIOPTRE	ไดออปเตอร์
DIORITE	ไดออไรต์
DIOSCORIDES	ดีออสโครีเดส
DIOSDADO	ดีโอสดาโด
DIOXIDE	ไดออกไซด์
DIOXIN	ไดออกซิน
DIP	ดิป
DIPASQUALE	ดีพัสควาลี่
DIPIETRO	ดิพิเอโทร
DIPLOHAPLONT	ดิพลอแฮพลอยด์
DIPLOID	ดิพลอยด์
DIPLOPHASE	ดิพลอเฟส
DIPOLE	ไดโพล
DIPTERANS	ไดพ์เทอแรน
DIRAC	ดิแรก
DIRECT	ไดเรกต์
DIRECT INJECTION	ไดเร็กอินเจกชั่น
DIRECT MAIL	ไดเรกต์เมล
DIRECTOR'S CUT	ไดเร็กเตอร์สคัต
DIRECTORY	ไดเรกทอรี
DIRECTRIX	ไดเรกตริกซ์
DIRICHLET	ดีรีเคล
DIRK	เดิร์ก
DIRKSEN	เดิร์กเซิ่น
DIRTY JOKE	เดอร์ตีโจ๊ก
DISACCHARIDE	ไดแซ็กคาไรด์
DISACCHARIDES	ไดเซ็กคาไรด์
DISACCHAROSE	ไดแซ็กคาโรส
DISASSEMBLER	ดิสแอสเซมเบลอร์
DISC	ดิสก์
DISC BRAKE	ดิสก์เบรก
DISC JOCKEY	ดิสก์จ็อกกีย์
DISCO	ดิสโก
DISCOTHEQUE	ดิสโกเทก
DISCOUNT	ดิสเคานต์
DISCRIMINANT	ดิสคริมิแนนต์
DISCUSS	ดิสคัส
DISHER	ดีเชอร์
DISHROOM	ดีชรูม
DISIMONE	ดีซีโมนี่
DISK	ดิสก์
DISK DEFRAGMENT	ดิสก์ดิแฟรกเมนต์
DISKETTE	ดิสเกต
DISNEY, WALT	ดิสนีย์, วอลต์
DISPROPORTIONATION	ดิสพรอพอร์ชันเนชัน
DISQUE	ดิสก์
DISRAELI	ดิสเรลี
DISRAELI, BENJAMIN	ดิสเรลี, เบนจามิน
DISSOLVE	ดิสโซล์ฟ
DISTEMPER	ดิสเทมเปอร์
DISTLER	ดิสต์เลอร์
DISTRICT	ดิสตริกต์
DISULPHIDE	ไดซัลไฟด์
DITKO, STEVE	ดิตโก, สตีฟ
DITMAS	ดิตเมิส
DITORE	ไดทอรี่
DITTMAN	ดิตเมิ่น
DITTMER	ดิตเมอร์
DITTY	ดีตตี้
DITZ	ดิตส์
DITZEL	ดิตเซิล
DIVEN	ไดเวิน
DIVER	ไดเวอร์
DIVERGENT	ไดเวอเจนซ์
DIVERSEY	ไดเวอร์ซี่
DIVINE	ดีไวน์
DIVISION	ดิวิชั่น
DIX	ดิกซ์
DIXIE	ดิ๊กซี่
DJ	ดีเจ
DJAKARTA	จาการ์ตา
DJIBOUTI	จิบูตี
DJIBUTI	จิบูตี
DMITRY	ดมิตทรี่
DNAPL	ดีเอ็นเอพีแอล
DNPAO	ดีเอ็นพีเอโอ
DNR	ดีเอ็นอาร์
DO	ดีโอ
DOAB	โดอาบ
DOAK	โด้ก
DOAN	ดาวน์
DOANE	ดาวน์
DOAR	ดอร์
DOBB	ด็อบ
DOBBIN	ด็อบบิ้น
DOBBINS	ด๊อบบิ่งส์
DOBBS	ด็อบส์
DOBELL	โดเบล
DOBERMAN PINSCHER	โดเบอร์แมนพินเชอร์
DOBIE	ดอบี้
DOBKIN	ด็อบกิ้น
DOBRIN	ดับบริน
DOBSON	ดอบสัน
DOBY	โดบี้
DOBYNS	โดบินส์
DOCAS	โดเคิส
DOCHERTY	ดอเชอตี้
DOCK	ด็อก
DOCKER	ด็อกเคอร์
DOCKERY	ด็อกเคอรี่
DOCTOR	ดอกเตอร์
DOCUMENT	ดอคิวเมนต์
DODD	ด็อดด์
DODDS, WARREN BABY	ดอดส์, วอร์เรน เบบี
DODGE	ดอดจ์
DODGSON	ดอดจ์สัน
DODIE	โดดี้
DODSON	ด็อดสัน
DODSWORTH	ด็อดสเวิร์ท
DODWELL	ด็อดเวล
DOE	โดว์
DOENITZ	เดอนิทซ์
DOERING	ดูเออริ่ง
DOERR	ดอร์
DOETSCH	โดช
DOHA	โดฮา
DOHERTY	โดเฮอร์ตี้
DOHM	ดอม
DOILY	ดอยลี
DOISY	ดอยซี่
DOKE	โด้ก
DOKKEN	ด็อกเคิ้น
DOLAN	โดเลิน
DOLAND	ดูเลิ่นด์
DOLBY	ดอลบี
DOLDRUMS	ดอลดรัมส์
DOLE	โดล
DOLERITE	โดเลอไรต์
DOLEZAL	ดูเลอร์แซล
DOLIO	โดลีโอ้
DOLL	ดอลล์
DOLLAR	ดอลลาร์
DOLLARD	ดอลเลิร์ด
DOLLAS	ดอลเลิส
DOLLEY	ดอลีย์
DOLLINGER	ดอลลีเงอร์
DOLLY	ดอลลี
DOLMETSCH	โดลเมช
DOLORES	เดอลอริส
DOLOSTONE	โดโลสโตน
DOLPHIN	ดอลฟิน
DOM	ดอม
DOMAIN	โดเมน
DOMAIN NAME	โดเมนเนม
DOMAN	ดูเมิน
DOMAR	เดอมาร์
DOME	โดม
DOMENICI	เดอเมเนอชี่
DOMIKE	ดอมิก
DOMINANT	ดอมิแนนต์
DOMINGO	โดมิงโก
DOMINIC	ดอมินิก
DOMINICA	โดมินิกา
DOMINICAN	โดมินิกัน
DOMINICK	ดอเมอนิก
DOMINICUS	ดอมินิเกิส
DOMINION	โดมิเนียน
DOMINIS	ดอเมอนิส
DOMINO	โดมิโน
DOMINOES	โดมิโน
DOMKE	ดอมก์
DOMM	ดอม
DOMMEN	ดอมเมิ่น
DOMPIERRE	ดอมปิแอร์
DOMVILLE	ดอมวิล
DON B. CROFTS	ดอน บี. ครอฟตส์
DONAGH	ดอแน
DONAHUE	ดอนเนอฮิว
DONAL	ดอนอล
DONALD	ดอนัลด์
DONALDSON	ดอนนัลด์สัน
DONAT	โดเนิต
DONATO	โดนาโต้
DONAU	โดเนา
DONCASTER	แดนแคสเตอร์
DONDERO	โดนเดโร่
DONE	ดัน
DONEGAN	ดอนิแกน
DONELAN	ดอนีแลน
DONELL	ดันเนิลล์
DONELSON	ดอนิลสัน
DONER	ดอเนอร์
DONES	ดันส์
DONEY	ดอนนี่
DONG	ดอง
DONGA	ดองกา
DONGES	ดอนจิส
DONIMO	โดมิโน
DONIPHAN	ดอนิเฟิน
DONKIN	ดังคิ้น
DONLAN	ดอนเลิ่น
DONLEY	ดอนลีย์
DONN	ดอนน์
DONNAN	ดอนเนิ่น
DONNE	ดอนน์
DONNELL	ดอนนิลล์
DONNELLEY	ดอนเนอลีย์
DONNELLY	ดอนเนิลลี่
DONNER	ดอนเนอร์
DONNIE	ดอนนี่
DONOGHUE	ดาเนอฮิว
DONOHO	ดอนเนอโฮ
DONOHOE	ดาเนอโฮ
DONOHUE	ดอเนอฮิว
DONOUGH	ดอเนิฟ
DONUT	โดนัต
DOOB	ดู๊บ
DOODS	ดู๊ดส์
DOOLAN	ดูเลิ่น
DOOLEY	ดูลีย์
DOOLIN	ดูลิน
DOOLITTLE	ดูลิตเทิล
DOONE	ดูน
DOOR	ดอร์
DOORLY	ดอร์ลี่
DOORN	โดร์น
DOPE	โดป
DOPLER	ด็อปเปลอร์
DOPPLER	ดอปเปลอร์
DOPPLER, CHRISTIAN	โดปป์เลอร์, คริสเตียน
DORA	ดอรา
DORAL	ดอแรล
DORAN	ดอแรน
DORCUS	ดอร์เคิส
DORCY	ดอร์คี่
DORE	ดอร์
DOREEN	ดอรีน
DOREMUS	ดอริมิส
DORENE	ดอรีน
DORF	ดอร์ฟ
DORFMAN	ดอร์ฟแมน
DORIAN	ดอเรียน
DORINDA	ดอรินด้า
DORIS	ดอริส
DORKING	ดอร์กิง
DORLAND	ดอร์เลิ่น
DORLING	ดอร์ลิ่ง
DORMAN	ดอร์เมิ่น
DORN	ดอร์น
DORNAN	ดอร์เนิ่น
DORON	ดอเริ่น
DOROTHEA	ดอเรอเทีย
DOROTHY	ดอรอที
DORR	ดอร์
DORRIS	ดอริส
DORSAY	ดอร์เซย์
DORSE	ดอร์ส
DORSETT	ดอร์ซิต
DORSEY	ดอร์เซย์
DORSEY, TOMMY	ดอร์ซีย์, ทอมมี
DORST	ดอร์สต
DORWARD	ดอร์เวิร์ด
DOS	ดอส
DOSE	โดส
